created_at,updated_at,size,stargazers_count,watchers_count,forks_count,network_count,subscribers_count,followers,public_repos,created_at,contributions,author_id,LOC,Add,Delete,Files,bug_num,commit_id
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,15,14,1,1,1,4a00a6cce330cfe58a2ed04a4e699a9218591872
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,31,31,2010-03-15T12:22:27Z,757,hzbarcea,325,168,157,8,1,0716f4bb6a232bbc1ccfdc6b42914a18dbc329fa
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,63,63,0,2,1,04c51fb2693009d4ca15b200d4bac377a6e334a7
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,396,364,32,5,1,406827f30537125dcff9e93215aa8675a89526de
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,31,31,2010-03-15T12:22:27Z,757,hzbarcea,992,966,26,18,1,b116eb2de2195b6e2a20deefacc27dc19ab72c13
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,165,112,2010-11-16T22:03:59Z,171,cschneider,156,90,66,7,1,88ae1b574a2f4e1e61716c97c57db20eed450e0a
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,165,112,2010-11-16T22:03:59Z,171,cschneider,258,128,130,26,1,b4b6960ebeb1d2c363612c6755ae67a7f57676c9
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,215,198,17,4,1,0e73ec0c08319253dbb35080fd2a109c0d458bea
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,395,146,249,47,2,cb93d614508d309b6968c846e000c43e1709d58c
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,1791,1517,274,52,1,aa3c78fb513618e70c7122e3fe53689af93d4dfd
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,448,72,2010-03-10T07:29:15Z,4149,WillemJiang,1021,303,718,59,1,3a5efd71396f7febeee17b268071b5a07cba27c3
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,111,129,2009-05-13T09:50:11Z,1059,gnodet,2181,2181,0,17,1,6ce48340730165cecb0633d611a1a90ba9e789f8
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,448,72,2010-03-10T07:29:15Z,4149,WillemJiang,76,76,0,1,1,ea3db0067139c89d59f53e085e8e091db250a1d4
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,198,198,0,2,1,f31a1de49caef7b2e3f0fe9121c38e79aa1aa717
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,74,74,0,3,1,bbd4aa3ae858de8d49bfa5d17d4389d6dbbd69a1
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,31,31,2010-03-15T12:22:27Z,757,hzbarcea,3139,1572,1567,221,2,5acafd76210d7f314fbeb6a3a3a0f358ad100adb
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,54,28,26,9,1,f7e8d02fd8ee55d98238166ea510222553283a15
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,196,193,3,4,1,ff6f3ce9697289d2ce3523654bff23c42d60a84c
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,222,172,50,10,1,b362b5376f9976132bd7373699442d2e14a48ba2
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,448,72,2010-03-10T07:29:15Z,4149,WillemJiang,2716,2716,0,28,2,2e99e75f95535777c621d97c6b38640caf53ea96
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,2862,2861,1,27,1,21e6a2ed32c9364879e84cb5d1ad1e92413ad54e
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,293,222,71,13,1,c4110ada5702c8ff2a86d10ea67535e24030cd74
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,233,190,43,5,1,9319e1392260f1f094b0734a489c437a930820fd
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,93,90,3,3,1,ff2713d1c99ffe344635839d170c1c5dd05e6df6
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,505,397,108,8,1,e6324627588ddd91aa37163266502c92033e0c04
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,448,72,2010-03-10T07:29:15Z,4149,WillemJiang,15,10,5,2,1,f13497ae91c5570185c1cc296d9f0849867e9bf0
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,117,114,3,2,1,b3e925c3efd8a78cd53e2af9cd20e18b2284cf95
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,67,44,23,1,1,fa59339cc7dfad37f243880817a6951f764a5c25
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,28,124,2010-10-20T13:26:10Z,573,janstey,1025,1025,0,12,1,ca32eef3093410fd17903c001dc214784b00affc
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,448,72,2010-03-10T07:29:15Z,4149,WillemJiang,1651,1538,113,33,1,d08530f915eda017e7cb33efdeffb79bbaa65688
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,774,1383,2008-10-21T12:50:55Z,1385,jstrachan,111,88,23,1,1,c47fba88cdb73d3aa3a152822f4945f6fd1a8a26
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,830,815,15,18,1,524bf76a81d2d614f42fd38ef7f23033c5880b6f
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,190,180,10,4,1,ddecd192c0790cbfc23506f97147d8c878b33f1f
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,151,136,15,2,1,508d45462c73a0ce9709ac9b2dcf7a931783fa6f
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,117,28,2010-11-02T07:14:38Z,163,cmoulliard,429,429,0,5,1,29752839cbd3ce1f29a72d1dc0986981a528fd08
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,28,124,2010-10-20T13:26:10Z,573,janstey,285,171,114,4,1,26e9c51bff055b00e8199d5b16dcfba55863b7cf
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,55,47,8,3,1,96c6d648c114537579dec95f4d2d6d8fa54b6155
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,448,72,2010-03-10T07:29:15Z,4149,WillemJiang,226,206,20,9,1,58f32c0dd4830d19493bf104674e02277e0d9a4d
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,448,72,2010-03-10T07:29:15Z,4149,WillemJiang,62,56,6,4,1,eabae4ce92bd9b1101c53e074864a571b4ef35ac
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,147,132,15,3,1,a1c8805239a267d9f50d18406c7d952318c386a8
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,146,141,5,4,1,4ed08b9f8099e3b0dd344d4f704989885f0bf63c
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,448,72,2010-03-10T07:29:15Z,4149,WillemJiang,78,76,2,3,1,72dec37ea6fdbdae2e82b91d49cbb47865159542
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,774,1383,2008-10-21T12:50:55Z,1385,jstrachan,1787,1787,0,20,1,b3608389dacf9b83aa2ba8daf5f3beba8d9da424
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,448,72,2010-03-10T07:29:15Z,4149,WillemJiang,138,138,0,5,1,f5089d21db8fceb8ee3ae689571a4c3f380089ee
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,1363,1344,19,25,1,0e02e7b85fac0b3888be30aacef59d0a885c34e3
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,139,73,66,4,1,2e3f528662c23a9e90c0ce6dabf25a18937a5318
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,134,108,26,5,1,aaf47eee238ebfc57366012c685e22821ce60696
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,249,217,32,13,1,32e44524fe7dbe20a65a379318df80a11e2d21c7
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,156,156,0,3,1,94385c6dba0e5c00a0feeab82db454621b74af54
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,18,9,9,4,1,69c4fb748a141c4b6de40dae04eb45a6a6cc66a4
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,774,1383,2008-10-21T12:50:55Z,1385,jstrachan,21,18,3,3,1,8a60e841d28cf846cdb977ff3251489a37df7134
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,448,72,2010-03-10T07:29:15Z,4149,WillemJiang,35,22,13,1,1,def36d28ecb1fb13e70e25d7353efcc39cf272f1
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,1812,1635,177,36,1,0e08b1dc0ce15b2c2a2deba238c81642930b9375
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,3959,2797,1162,77,1,ac1ddae4a1d83346d17abac94539e1acd28a0137
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,417,417,0,5,1,1cbc710befaf600de5e6d3f7ec582923d5dd240d
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,327,316,11,6,1,4f13b9cede4650150b1e3f2991a3d60ef20d6539
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,12,6,6,2,1,d52950fe7a7a7dd5dc1262d5a6833f726f012dc8
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,448,72,2010-03-10T07:29:15Z,4149,WillemJiang,8,4,4,3,1,243680985de6b53d3838bf17cd5b76081fc1b2db
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,774,1383,2008-10-21T12:50:55Z,1385,jstrachan,509,509,0,14,1,59652f53b6dc4980010daa34c3841717cddfc676
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,460,431,29,2,1,8914af60735c4037b5bf4b2c31b5070de392094e
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,273,266,7,6,1,5a5d5348a2252a822ed8c4f29d441a96bf166efd
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,448,72,2010-03-10T07:29:15Z,4149,WillemJiang,6,3,3,2,1,ee8bd325463cae737e0ffd836a3d5376fe695f3f
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,931,840,91,25,1,ef2f9b71cadfb26cd5cb7224fa4905014fc1028c
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,209,182,27,5,1,60ec17d4badd70debaf5e9c8a183cc9f3c4fc4e1
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,265,233,32,10,1,a50b228409f4a3c29addddfbfdca0fabc1fe7b34
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,386,334,52,13,1,9c360c593b2d0718d7cd555ff9130c0d5fb8d8b8
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,14,7,7,2,1,b5126c00d6338be46d146413079e9e6049c6acb1
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,78,70,8,17,1,18d4500016e74d7de487af16af1e395f6cfe5ceb
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,370,190,180,57,1,5fb6338d24640822d128be9eac7af94ce980fce5
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,211,189,2009-07-09T12:30:28Z,220,chirino,8730,4343,4387,300,1,0e1bf0b210a52162504cdfcd5770259a660b7361
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,616,547,69,13,1,cc972c93d7a9798a5fa346d5f0b0b40e31a803f7
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,176,172,4,5,1,8d56eda21013b5ab7c3c7051acea016fa106ad1f
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,774,1383,2008-10-21T12:50:55Z,1385,jstrachan,302,270,32,8,1,6a99ee94f7b12dfa54e66789dae33dbb0163b36c
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,4,2,2,2,1,8d133e14729b78621a02916a0ce96a56363c8e0c
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,534,521,13,11,2,d8f12cf7a08ac98b5fef172823290f2eefdc362e
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,165,162,3,4,1,c862ea724161a81b71b8b059e43aeaff62172d29
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,265,176,89,58,1,a2431191cc49777fc143fbaad6101ceb61dc15d9
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,124,110,14,3,1,ca05fed351dfff48dda4e0966b2ac44c0d5e60c8
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,508,257,251,22,1,f7e48098072a5659554d7d492841a7ca5a464b0c
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,229,229,0,4,1,4c5078b9aa1bba04b19d02a723509f9eabf16209
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,146,146,0,2,1,696fc67dd33423eab4dbaef4b93e020925128d54
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,774,1383,2008-10-21T12:50:55Z,1385,jstrachan,10,10,0,1,1,5be1bf6945a44a0446d77cc3ea0cea646d3fcee2
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,774,1383,2008-10-21T12:50:55Z,1385,jstrachan,878,878,0,16,1,004ccb6ffffcb269813c159c9051124cc09c5d6b
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,774,1383,2008-10-21T12:50:55Z,1385,jstrachan,845,834,11,24,1,2296ca3528dbe9e0d20e16e225d58765e44df79d
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,448,72,2010-03-10T07:29:15Z,4149,WillemJiang,639,632,7,15,1,6799c12a1e94d642a9126e81a7adf102be0d87e5
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,774,1383,2008-10-21T12:50:55Z,1385,jstrachan,1149,683,466,6,1,276a1d65ca0a20b444baf923f04e3e5ee069f8c9
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,448,72,2010-03-10T07:29:15Z,4149,WillemJiang,51,50,1,2,1,03be3f13cd0b38e80c34e0fba369239490698de7
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,774,1383,2008-10-21T12:50:55Z,1385,jstrachan,110,10,100,5,1,b0ac731294b9cda85590d729f9a5c6f35e09844f
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,710,297,413,10,1,dfe65a73b0f7c07578aaee275b525349726f2c48
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,946,815,131,21,1,45ee7d8f072849ae92413bfdd15464fbe071af5b
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,31,31,2010-03-15T12:22:27Z,757,hzbarcea,235,63,172,11,1,a000adb6bf5808b28940a8dd4e4bb3d084007144
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,245,7,238,6,1,b4a095044cfa2a8d6234e729bd457aa2c35be974
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,774,1383,2008-10-21T12:50:55Z,1385,jstrachan,25,14,11,1,1,2d7af3e17d5c33f79890cc7993b37da1b7d60fc9
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,84,84,0,1,1,c1d42054b44a3ad75b3865da39f700e18c55b54a
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,181,61,120,12,1,597f54d38f590de8d00e76f7902dfa8d6795e791
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,92,66,26,10,1,4b19186a97cb08256587389b6497f822f8654386
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,246,246,0,6,1,10fa51ac28a342243c09677eb5633570d7036148
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,1776,1410,366,51,1,ec40faa78559aa773e45e825d5735bba2198c360
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,193,192,1,4,1,749bb77395c220eb4d3c3c9664652599f4b74da1
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,31,31,2010-03-15T12:22:27Z,757,hzbarcea,648,486,162,10,1,ba00e2169420b66a49cb66b940b15a90e82ba10d
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,45,42,3,4,1,2af0a3d52c3ffcd13ebbced97b2f082b03efd16b
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,774,1383,2008-10-21T12:50:55Z,1385,jstrachan,122,62,60,3,1,411c4a195ec023a7c1bc91c12c5b9808d2aa2871
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,426,403,23,12,1,6d2ae137eec27efa53ede4d8fdf630562341e621
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,774,1383,2008-10-21T12:50:55Z,1385,jstrachan,512,437,75,16,1,0e2caf25943d782ce939638922b7ff4ac6d78a8d
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,234,175,59,15,1,3c99b18f6dddb2479065111787adaffd2c032129
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,774,1383,2008-10-21T12:50:55Z,1385,jstrachan,247,207,40,12,1,1de2bfd8a3b321ffcf4f6e6943fc11495954ec94
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,448,72,2010-03-10T07:29:15Z,4149,WillemJiang,5922,2961,2961,41,1,fccc517b950718abc106d74ad4a1f268f5a57a0c
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,624,624,0,13,1,9d23b5af7188f0f36944311105ce9069b1c7efb5
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,31,30,1,1,1,92e82da89799de1621831efa4f745b69f09e2a53
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,199,174,25,9,1,c2cbe7c490429cddc96ade1806ed57cbe23d5424
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,774,1383,2008-10-21T12:50:55Z,1385,jstrachan,881,797,84,27,1,affeba553ebd40eda3eeb9cab7bc98e2c186889b
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,448,72,2010-03-10T07:29:15Z,4149,WillemJiang,70,61,9,4,2,248e36efe03e9410f56336b90ab32369a6e5b39f
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,448,72,2010-03-10T07:29:15Z,4149,WillemJiang,76,53,23,8,2,63516bbd06771faafee2f0d645a12ad7a1fcb27d
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,448,72,2010-03-10T07:29:15Z,4149,WillemJiang,339,337,2,10,1,c8e0df3d459c2a451204645545ff5d593c2a3bcf
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,28,124,2010-10-20T13:26:10Z,573,janstey,98,90,8,3,1,1a46805a82da7f380bf6acc559d9c52f5823cdd9
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,777,441,336,7,1,51221fd52bcb0bcb1da654416b0277ae71f748d9
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,761,625,136,14,1,eca3766faaed69f95e379f9591b953d6da1a00ec
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,80,80,0,1,1,45b60859ca7a136a2d06f599e2a4b83dcbd60de5
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,283,194,89,13,1,ae2a5ee41dc456676102d85487e013b5b97d2f17
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,64,22,42,3,1,06ca9d8acb22ac75ecfdd37aa75dd8d739a35cee
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,774,1383,2008-10-21T12:50:55Z,1385,jstrachan,68,40,28,2,1,a26d1c5eac44ab38274e7c2ed681c656cf056755
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,774,1383,2008-10-21T12:50:55Z,1385,jstrachan,386,265,121,11,2,17a673f2694805db8f00fe518ce12585dd982829
2009-05-21T00:25:36Z,2021-04-04T16:28:39Z,496124,3682,3682,4248,4248,276,472,60,2010-11-11T09:46:06Z,18538,davsclaus,244,243,1,7,1,172a56e64ca0110ea98bf4bb160b3804da90078a
