commit_id,author_id,date,loc,addition,deletion,file_num,bug_num,author_activity_in_last_four_weeks,total_commit_num,buggy_commit_num,total_bug_num,first_commit_week,active_week_num,followers,public_repos,created_at
b5679594826e7b609524bea1c4ac7806af62bd5a,philwebb,2016-04-26T21:27:39Z,322,290,32,8,1,"{'addition': 8679, 'deletion': 5970, 'commits': 60}",3166,54,76,2012-10-21 08:00:00,267,1549,135,2010-12-12T08:58:34Z
a95568d3e8ef96c3a37e1ca675facded0cb16b9c,snicoll,2016-02-18T14:08:57Z,51,19,32,4,2,"{'addition': 1660, 'deletion': 2390, 'commits': 35}",5177,16,22,2014-03-16 08:00:00,342,1451,176,2010-11-21T10:27:20Z
53f67a448f8ef7a47ca5c472c26e1c1a1ef19359,gregturn,2014-10-02T17:13:01Z,2858,2857,1,32,1,"{'addition': 0, 'deletion': 0, 'commits': 0}",22,2,2,2013-05-19 08:00:00,19,656,203,2010-06-21T19:34:09Z
87fe0b2adeef85c842c009bfeebac1c84af8a5d7,wilkinsona,2016-01-13T15:52:39Z,962,227,735,27,1,"{'addition': 0, 'deletion': 0, 'commits': 0}",6608,18,27,2013-10-06 08:00:00,344,1240,146,2011-07-14T09:41:59Z
1ce617f1ae649e5b045b6227d4761f98e2c3c240,philwebb,2015-06-23T07:47:12Z,1161,401,760,163,2,"{'addition': 39669, 'deletion': 20857, 'commits': 83}",3166,54,76,2012-10-21 08:00:00,267,1549,135,2010-12-12T08:58:34Z
cca0b76ac8b9485a73f0a573a6f9edb08523198c,philwebb,2015-06-16T01:04:46Z,418,412,6,9,1,"{'addition': 39110, 'deletion': 21138, 'commits': 67}",3166,54,76,2012-10-21 08:00:00,267,1549,135,2010-12-12T08:58:34Z
447edd2c4eafde6d478690394a78cc936e9ef37c,philwebb,2015-12-14T11:38:30Z,68,61,7,3,1,"{'addition': 528, 'deletion': 406, 'commits': 6}",3166,54,76,2012-10-21 08:00:00,267,1549,135,2010-12-12T08:58:34Z
a1b1cdb18f241b73f9cf4128ec599c2df4e3d983,joshiste,2015-10-28T20:24:58Z,106,67,39,2,1,"{'addition': 0, 'deletion': 0, 'commits': 0}",9,1,1,2015-02-22 08:00:00,12,170,48,2014-09-15T13:47:38Z
d950d15f9b121ef1c0c4948543dc3d4836f66c4f,dsyer,2013-05-28T08:44:36Z,1230,833,397,21,1,"{'addition': 31652, 'deletion': 14911, 'commits': 82}",600,13,18,2013-04-21 08:00:00,118,3087,333,2009-09-07T08:52:49Z
c9fb9916b83133bd7e6dee9bdd7b27d175f495ab,philwebb,2015-10-08T06:37:10Z,5487,2833,2654,300,2,"{'addition': 4208, 'deletion': 2858, 'commits': 46}",3166,54,76,2012-10-21 08:00:00,267,1549,135,2010-12-12T08:58:34Z
36d4246289689cce081e3527930b9f4e40fb6d50,wilkinsona,2015-10-08T14:25:06Z,163,162,1,9,1,"{'addition': 1501, 'deletion': 437, 'commits': 41}",6608,18,27,2013-10-06 08:00:00,344,1240,146,2011-07-14T09:41:59Z
06f3202c68a9440cf5370a237704fcd76f55ee86,philwebb,2015-09-24T17:24:08Z,65,52,13,1,1,"{'addition': 3859, 'deletion': 2917, 'commits': 39}",3166,54,76,2012-10-21 08:00:00,267,1549,135,2010-12-12T08:58:34Z
af33cc2b97bd4eb153bb55f1ded06cc82e707027,snicoll,2014-03-31T12:00:13Z,114,73,41,6,1,"{'addition': 214, 'deletion': 128, 'commits': 5}",5177,16,22,2014-03-16 08:00:00,342,1451,176,2010-11-21T10:27:20Z
3911ce3e2992251c211e962ddc7e57ec798c3268,cdupuis,2014-01-31T10:50:57Z,64,61,3,1,1,"{'addition': 72, 'deletion': 33, 'commits': 5}",122,4,4,2013-09-15 08:00:00,30,36,7,2010-02-19T12:41:24Z
b542aa3de638aa24a1610b388aaf5aab253decc3,wilkinsona,2015-01-21T17:30:13Z,106,79,27,2,1,"{'addition': 1345, 'deletion': 328, 'commits': 21}",6608,18,27,2013-10-06 08:00:00,344,1240,146,2011-07-14T09:41:59Z
fd97c7553c8caef286ada0de8ac7490bec7286e8,philwebb,2014-12-22T23:12:51Z,159,132,27,4,1,"{'addition': 10322, 'deletion': 4970, 'commits': 104}",3166,54,76,2012-10-21 08:00:00,267,1549,135,2010-12-12T08:58:34Z
